客户号,客户姓名,性别,年龄_连续,婚姻状态,户籍,教育程度,居住类型,职业类别,工作年限,个人收入_连续,保险缴纳,车辆情况,信用总评分,信用等级,额度,审批结果
0000999993838886,anon_S3850,男,33,未婚,重庆,本科,租房,个体户,10,52068,有,无,60,D-风险客户,10000,0-通过
0000999993838897,anon_S3851,男,33,未婚,黑龙江,本科,租房,私营企业,10,52068,有,无,60,D-风险客户,10000,0-通过
0000999993838933,anon_S3855,男,33,未婚,湖南,本科,租房,私营企业,10,53000,有,无,60,D-风险客户,10000,0-通过
0000999993838966,anon_S3858,男,35,未婚,四川,本科,租房,国有企业,12,53000,有,无,60,D-风险客户,10000,0-通过
0000999993846116,anon_S4571,男,30,未婚,北京,大专,租房,国有企业,10,66182,有,无,60,D-风险客户,10000,0-通过
0000999993827513,anon_S2714,女,25,未婚,宁夏,硕士及以上,租房,私营企业,0,38816,有,无,61,D-风险客户,10000,0-通过
0000999993811047,anon_S1067,女,34,未婚,广东,硕士及以上,自购房,其他企业,9,21450,有,有,61,D-风险客户,10000,0-通过
0000999993838569,anon_S3818,男,37,已婚,上海,本科,租房,私营企业,14,52020,有,无,61,D-风险客户,10000,0-通过
0000999993827444,anon_S2707,女,28,未婚,黑龙江,硕士及以上,租房,私营企业,3,38789,有,无,61,D-风险客户,10000,0-通过
0000999993843909,anon_S4350,男,36,离异,辽宁,本科,租房,私营企业,13,61391,有,无,61,D-风险客户,10000,0-通过
0000999993840840,anon_S4046,女,37,已婚,甘肃,本科,租房,私营企业,14,56000,有,无,61,D-风险客户,10000,0-通过
0000999993816090,anon_S1572,女,35,未婚,河北,硕士及以上,自购房,其他企业,10,25109,有,有,61,D-风险客户,10000,0-通过
0000999993836731,anon_S3635,男,41,已婚,北京,硕士及以上,租房,私营企业,16,49380,无,无,61,D-风险客户,10000,0-通过
0000999993827251,anon_S2688,女,37,未婚,江苏,本科,租房,外资企业,14,38750,有,无,61,D-风险客户,10000,0-通过
0000999993822504,anon_S2213,男,39,未婚,上海,本科,租房,个体户,16,33282,有,无,61,D-风险客户,10000,0-通过
0000999993838310,anon_S3793,男,36,未婚,天津,本科,租房,私营企业,13,51090,有,无,61,D-风险客户,10000,0-通过
0000999993842485,anon_S4208,男,37,已婚,江苏,本科,租房,外资企业,14,59625,有,无,61,D-风险客户,10000,0-通过
0000999993823733,anon_S2336,男,25,未婚,浙江,硕士及以上,租房,私营企业,0,35760,无,有,61,D-风险客户,10000,0-通过
0000999993828765,anon_S2839,女,39,已婚,上海,本科,租房,私营企业,16,39461,有,无,61,D-风险客户,10000,0-通过
0000999993821113,anon_S2074,男,37,未婚,江苏,本科,租房,私营企业,14,31400,有,无,61,D-风险客户,10000,0-通过
0000999993821102,anon_S2073,女,37,已婚,广东,本科,租房,私营企业,14,31400,有,无,61,D-风险客户,10000,0-通过
0000999993842554,anon_S4215,男,39,未婚,河北,本科,租房,私营企业,16,59685,有,无,61,D-风险客户,10000,0-通过
0000999993828696,anon_S2832,女,28,已婚,河南,硕士及以上,租房,私营企业,3,39416,有,无,61,D-风险客户,10000,0-通过
0000999993823029,anon_S2265,男,36,已婚,北京,本科,租房,私营企业,13,34450,有,无,61,D-风险客户,10000,0-通过
0000999993828551,anon_S2818,女,37,未婚,湖南,本科,租房,私营企业,14,39379,有,无,61,D-风险客户,10000,0-通过
0000999993828324,anon_S2795,男,26,未婚,安徽,硕士及以上,租房,私营企业,1,39350,有,无,61,D-风险客户,10000,0-通过
0000999993826858,anon_S2648,女,38,已婚,辽宁,本科,租房,私营企业,15,38473,有,无,61,D-风险客户,10000,0-通过
0000999993826825,anon_S2645,男,25,未婚,安徽,硕士及以上,租房,外资企业,0,38473,有,无,61,D-风险客户,10000,0-通过
0000999993853305,anon_S5279,男,36,未婚,河南,本科,租房,外资企业,13,78410,有,无,61,D-风险客户,10000,0-通过
0000999993824512,anon_S2414,男,38,未婚,吉林,本科,租房,个体户,15,36519,有,无,61,D-风险客户,10000,0-通过
0000999993840249,anon_S3986,男,38,未婚,甘肃,本科,租房,私营企业,15,54000,有,无,61,D-风险客户,10000,0-通过
0000999993853236,anon_S5272,女,33,未婚,黑龙江,大专,租房,外资企业,13,78400,有,无,61,D-风险客户,10000,0-通过
0000999993833809,anon_S3343,男,27,未婚,上海,硕士及以上,租房,私营企业,2,46935,无,有,61,D-风险客户,10000,0-通过
0000999993826575,anon_S2620,男,38,已婚,上海,本科,租房,私营企业,15,38380,有,无,61,D-风险客户,10000,0-通过
0000999993826495,anon_S2612,女,26,已婚,新疆,硕士及以上,租房,私营企业,1,38235,有,无,61,D-风险客户,10000,0-通过
0000999993838058,anon_S3767,男,39,未婚,北京,本科,租房,外资企业,16,50800,有,无,61,D-风险客户,10000,0-通过
0000999993820391,anon_S2002,男,36,未婚,广东,本科,租房,私营企业,13,30650,有,无,61,D-风险客户,10000,0-通过
0000999993835466,anon_S3509,女,42,未婚,吉林,硕士及以上,租房,私营企业,17,48596,无,无,61,D-风险客户,10000,0-通过
0000999993840181,anon_S3980,女,37,已婚,江苏,本科,租房,私营企业,14,54000,有,无,61,D-风险客户,10000,0-通过
0000999993826202,anon_S2583,男,39,未婚,北京,本科,租房,私营企业,16,38000,有,无,61,D-风险客户,10000,0-通过
0000999993817979,anon_S1760,男,35,已婚,江西,硕士及以上,自购房,私营企业,10,27532,有,有,61,D-风险客户,10000,0-通过
0000999993849694,anon_S4925,男,37,已婚,甘肃,本科,租房,私营企业,14,72000,有,无,61,D-风险客户,10000,0-通过
0000999993845883,anon_S4548,男,36,已婚,辽宁,本科,租房,其他企业,13,65920,有,无,61,D-风险客户,10000,0-通过
0000999993800668,anon_S66,男,35,离异,重庆,硕士及以上,自购房,私营企业,10,10416,有,有,61,D-风险客户,10000,0-通过
0000999993826177,anon_S2580,男,25,未婚,上海,硕士及以上,租房,其他企业,0,37988,有,无,61,D-风险客户,10000,0-通过
0000999993826122,anon_S2575,男,25,未婚,陕西,硕士及以上,租房,其他企业,0,37939,有,无,61,D-风险客户,10000,0-通过
0000999993827614,anon_S2724,男,37,已婚,上海,本科,租房,个体户,14,38828,有,无,61,D-风险客户,10000,0-通过
0000999993846014,anon_S4561,男,30,未婚,湖北,硕士及以上,其他,其他企业,5,66000,有,无,61,D-风险客户,10000,0-通过
0000999993823799,anon_S2342,女,24,已婚,贵州,硕士及以上,租房,私营企业,0,35819,无,有,61,D-风险客户,10000,0-通过
0000999993853021,anon_S5251,女,37,已婚,山西,本科,租房,私营企业,14,78000,有,无,61,D-风险客户,10000,0-通过
0000999993852914,anon_S5240,男,39,未婚,甘肃,本科,租房,个体户,16,77800,有,无,61,D-风险客户,10000,0-通过
0000999993825742,anon_S2537,女,39,已婚,吉林,本科,租房,个体户,16,37390,有,无,61,D-风险客户,10000,0-通过
0000999993825731,anon_S2536,女,39,未婚,湖北,本科,租房,外资企业,16,37390,有,无,61,D-风险客户,10000,0-通过
0000999993827524,anon_S2715,女,25,未婚,湖南,硕士及以上,租房,其他企业,0,38816,有,无,61,D-风险客户,10000,0-通过
0000999993822059,anon_S2168,女,26,未婚,福建,硕士及以上,租房,私营企业,1,32742,有,无,61,D-风险客户,10000,0-通过
0000999993830478,anon_S3010,男,36,未婚,山西,本科,租房,私营企业,13,41800,无,有,61,D-风险客户,10000,0-通过
0000999993825720,anon_S2535,男,37,已婚,福建,本科,租房,私营企业,14,37390,有,无,61,D-风险客户,10000,0-通过
0000999993847541,anon_S4713,男,28,未婚,陕西,硕士及以上,租房,私营企业,3,68520,有,无,61,D-风险客户,10000,0-通过
0000999993825695,anon_S2532,男,36,已婚,江苏,本科,租房,私营企业,13,37390,有,无,61,D-风险客户,10000,0-通过
0000999993847074,anon_S4666,男,35,未婚,内蒙古,大专,租房,私营企业,15,67648,有,无,61,D-风险客户,10000,0-通过
0000999993825458,anon_S2508,女,24,离异,上海,硕士及以上,租房,私营企业,0,37319,有,无,61,D-风险客户,10000,0-通过
0000999993840374,anon_S3999,男,36,未婚,河北,本科,租房,私营企业,13,54596,有,无,61,D-风险客户,10000,0-通过
0000999993820845,anon_S2047,男,36,未婚,广东,本科,租房,国有企业,13,30965,有,无,61,D-风险客户,10000,0-通过
0000999993843079,anon_S4267,男,36,未婚,北京,本科,租房,个体户,13,60000,有,无,61,D-风险客户,10000,0-通过
0000999993807620,anon_S725,女,35,未婚,浙江,硕士及以上,自购房,私营企业,10,18360,有,有,61,D-风险客户,10000,0-通过
0000999993852845,anon_S5233,男,36,未婚,青海,大专,租房,外资企业,16,77683,有,无,61,D-风险客户,10000,0-通过
0000999993833480,anon_S3311,女,41,已婚,湖南,硕士及以上,租房,私营企业,16,46469,无,无,61,D-风险客户,10000,0-通过
0000999993820437,anon_S2006,女,28,离异,湖南,硕士及以上,租房,私营企业,3,30650,有,无,61,D-风险客户,10000,0-通过
0000999993822093,anon_S2172,女,39,已婚,天津,本科,租房,外资企业,16,32762,有,无,61,D-风险客户,10000,0-通过
0000999993821601,anon_S2123,男,37,已婚,陕西,本科,租房,个体户,14,32332,有,无,61,D-风险客户,10000,0-通过
0000999993825425,anon_S2505,男,25,未婚,河北,硕士及以上,租房,其他企业,0,37155,有,无,61,D-风险客户,10000,0-通过
0000999993833297,anon_S3292,女,26,未婚,黑龙江,硕士及以上,租房,私营企业,1,46225,无,有,61,D-风险客户,10000,0-通过
0000999993825334,anon_S2496,女,37,未婚,安徽,本科,租房,私营企业,14,37150,有,无,61,D-风险客户,10000,0-通过
0000999993849729,anon_S4928,男,48,已婚,北京,高中,租房,外资企业,30,72000,有,无,61,D-风险客户,10000,0-通过
0000999993847063,anon_S4665,男,42,已婚,安徽,高中,租房,私营企业,24,67648,有,无,61,D-风险客户,10000,0-通过
0000999993843320,anon_S4292,女,37,已婚,福建,本科,租房,个体户,14,60000,有,无,61,D-风险客户,10000,0-通过
0000999993830127,anon_S2975,男,36,未婚,辽宁,本科,租房,外资企业,13,40017,有,无,61,D-风险客户,10000,0-通过
0000999993840432,anon_S4005,男,37,未婚,北京,本科,租房,私营企业,14,55000,有,无,61,D-风险客户,10000,0-通过
0000999993825312,anon_S2494,女,25,未婚,江西,硕士及以上,租房,私营企业,0,37150,有,无,61,D-风险客户,10000,0-通过
0000999993824760,anon_S2439,男,28,离异,北京,硕士及以上,租房,其他企业,3,36720,有,无,61,D-风险客户,10000,0-通过
0000999993825243,anon_S2487,男,28,已婚,北京,硕士及以上,租房,私营企业,3,37128,有,无,61,D-风险客户,10000,0-通过
0000999993838999,anon_S3861,女,26,未婚,浙江,硕士及以上,租房,私营企业,1,53000,有,无,61,D-风险客户,10000,0-通过
0000999993846900,anon_S4650,男,36,未婚,辽宁,本科,租房,私营企业,13,67500,有,无,61,D-风险客户,10000,0-通过
0000999993830092,anon_S2972,女,36,未婚,湖北,本科,租房,个体户,13,40017,有,无,61,D-风险客户,10000,0-通过
0000999993847563,anon_S4715,女,39,未婚,湖北,本科,租房,私营企业,16,68520,有,无,61,D-风险客户,10000,0-通过
0000999993852539,anon_S5202,女,49,已婚,安徽,高中,租房,私营企业,31,77453,有,无,61,D-风险客户,10000,0-通过
0000999993847982,anon_S4756,男,33,已婚,新疆,大专,租房,私营企业,13,68949,有,无,61,D-风险客户,10000,0-通过
0000999993847585,anon_S4717,男,28,未婚,内蒙古,硕士及以上,租房,私营企业,3,68600,有,无,61,D-风险客户,10000,0-通过
0000999993838977,anon_S3859,男,38,未婚,北京,本科,租房,私营企业,15,53000,有,无,61,D-风险客户,10000,0-通过
0000999993830047,anon_S2967,男,36,未婚,湖南,本科,租房,私营企业,13,40017,有,无,61,D-风险客户,10000,0-通过
0000999993843502,anon_S4310,女,40,已婚,广西,硕士及以上,租房,其他企业,15,60676,无,无,61,D-风险客户,10000,0-通过
0000999993846172,anon_S4577,男,37,已婚,上海,本科,租房,个体户,14,66182,有,无,61,D-风险客户,10000,0-通过
0000999993846570,anon_S4617,男,40,已婚,内蒙古,硕士及以上,租房,私营企业,15,67000,无,无,61,D-风险客户,10000,0-通过
0000999993802815,anon_S274,女,36,已婚,海南,硕士及以上,自购房,私营企业,11,12460,有,有,61,D-风险客户,10000,0-通过
0000999993877712,anon_S7709,男,26,已婚,福建,高中,其他,私营企业,8,400766,无,无,61,D-风险客户,10000,0-通过
0000999993829350,anon_S2898,女,26,未婚,吉林,硕士及以上,租房,私营企业,1,39775,有,无,61,D-风险客户,10000,0-通过
0000999993844823,anon_S4442,男,27,未婚,福建,硕士及以上,租房,私营企业,2,63600,有,无,61,D-风险客户,10000,0-通过
0000999993848169,anon_S4774,男,36,未婚,黑龙江,本科,租房,私营企业,13,69000,有,无,61,D-风险客户,10000,0-通过
0000999993833424,anon_S3305,女,26,未婚,贵州,硕士及以上,租房,私营企业,1,46393,无,有,61,D-风险客户,10000,0-通过
0000999993848318,anon_S4789,男,26,未婚,四川,硕士及以上,租房,其他企业,1,69000,有,无,61,D-风险客户,10000,0-通过
0000999993848329,anon_S4790,男,26,未婚,浙江,硕士及以上,租房,其他企业,1,69000,有,无,61,D-风险客户,10000,0-通过
0000999993848602,anon_S4818,男,39,已婚,江西,本科,租房,国有企业,16,69560,有,无,61,D-风险客户,10000,0-通过
0000999993844834,anon_S4443,男,28,未婚,北京,硕士及以上,租房,其他企业,3,63600,有,无,61,D-风险客户,10000,0-通过
0000999993844867,anon_S4446,男,36,未婚,北京,本科,租房,私营企业,13,63600,有,无,61,D-风险客户,10000,0-通过
0000999993847303,anon_S4689,男,33,未婚,陕西,大专,租房,其他企业,13,68000,有,无,61,D-风险客户,10000,0-通过
0000999993846740,anon_S4634,男,36,未婚,内蒙古,本科,租房,私营企业,13,67400,有,无,61,D-风险客户,10000,0-通过
0000999993821725,anon_S2135,男,38,未婚,宁夏,本科,租房,私营企业,15,32410,有,无,61,D-风险客户,10000,0-通过
0000999993833399,anon_S3302,女,26,未婚,宁夏,硕士及以上,租房,其他企业,1,46393,无,有,61,D-风险客户,10000,0-通过
0000999993824147,anon_S2377,女,38,未婚,福建,本科,租房,私营企业,15,36319,有,无,61,D-风险客户,10000,0-通过
0000999993831813,anon_S3144,女,26,未婚,江苏,硕士及以上,租房,私营企业,1,44000,有,无,61,D-风险客户,10000,0-通过
0000999993831700,anon_S3133,男,40,未婚,广东,硕士及以上,租房,私营企业,15,43933,无,无,61,D-风险客户,10000,0-通过
0000999993820368,anon_S1999,女,38,未婚,广东,本科,租房,私营企业,15,30650,有,无,61,D-风险客户,10000,0-通过
0000999993843794,anon_S4339,男,36,已婚,贵州,本科,租房,私营企业,13,60840,有,无,61,D-风险客户,10000,0-通过
0000999993838503,anon_S3812,女,25,未婚,辽宁,硕士及以上,租房,私营企业,0,52000,有,无,61,D-风险客户,10000,0-通过
0000999993843830,anon_S4343,女,39,未婚,浙江,本科,租房,私营企业,16,61391,有,无,61,D-风险客户,10000,0-通过
0000999993814093,anon_S1372,男,37,未婚,陕西,硕士及以上,自购房,私营企业,12,23476,有,有,61,D-风险客户,10000,0-通过
0000999993828936,anon_S2856,男,28,已婚,吉林,硕士及以上,租房,其他企业,3,39515,有,无,61,D-风险客户,10000,0-通过
0000999993847052,anon_S4664,女,33,已婚,辽宁,大专,租房,私营企业,13,67648,有,无,61,D-风险客户,10000,0-通过
0000999993853837,anon_S5332,男,44,未婚,湖南,高中,租房,私营企业,26,80000,有,无,61,D-风险客户,10000,0-通过
0000999993853826,anon_S5331,男,36,未婚,湖北,大专,租房,私营企业,16,80000,有,无,61,D-风险客户,10000,0-通过
0000999993842361,anon_S4196,男,42,未婚,广西,本科,租房,国有企业,19,59321,有,无,62,D-风险客户,10000,0-通过
0000999993842372,anon_S4197,女,63,未婚,北京,硕士及以上,租房,私营企业,38,59321,无,无,62,D-风险客户,10000,0-通过
0000999993827331,anon_S2696,女,43,未婚,辽宁,本科,租房,个体户,20,38750,有,无,62,D-风险客户,10000,0-通过
0000999993846637,anon_S4623,男,43,已婚,北京,本科,租房,私营企业,20,67000,有,无,62,D-风险客户,10000,0-通过
0000999993827262,anon_S2689,男,43,已婚,山西,本科,租房,个体户,20,38750,有,无,62,D-风险客户,10000,0-通过
0000999993846671,anon_S4627,男,48,离异,福建,硕士及以上,租房,私营企业,23,67130,无,无,62,D-风险客户,10000,0-通过
0000999993838014,anon_S3763,女,40,未婚,广西,本科,租房,个体户,17,50800,有,无,62,D-风险客户,10000,0-通过
0000999993853407,anon_S5289,女,40,离异,上海,本科,租房,私营企业,17,79000,有,无,62,D-风险客户,10000,0-通过
0000999993864566,anon_S6398,男,20,未婚,湖南,大专,其他,外资企业,0,158000,无,无,62,D-风险客户,10000,0-通过
